name,state,total_mwh,total_cust,no,type,saidi_nomed,saifi_nomed,caidi_nomed,circuits,voltage,nerc,gen_mwh,purchase_mwh,ba,pv_mwh,wind_mwh,nm_mwh,ee_mwh,dem_res_customers,dem_res_mwh,pv_pct,wind_pct,nm_pct,ee_pct,dem_res_pct,dem_res_cust_pct
Avista Corp,WA,5672876.0,257394.0,20169.0,Investor Owned,121,0.82,147.56098,192.0,68.0,WECC,7573513.0,5344702.0,AVA,0.01,0.0,0.01,42064.789,0.0,0.0,1.762774296494406e-07,0.0,1.762774296494406e-07,0.7415072883666062,0.0,0.0
Watertown Municipal Utilities,SD,378108.0,13206.0,20187.0,Municipal,16.326,0.174,93.827586,22.0,0.0,MRO,0.0,392935.0,0,0.0,0.0,0.0,2029.2,0.0,0.0,0.0,0.0,0.0,0.5366720619505538,0.0,0.0
Village of Waunakee - (WI),WI,118605.0,6531.0,20211.0,Municipal,80.63,0.54,149.31481,16.0,0.0,MISO,0.0,122440.0,MISO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waupun Utilities,WI,107504.0,4410.0,20213.0,Municipal,2.41,0.017,141.76471,18.0,0.0,MISO,0.0,109034.0,MISO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weakley County Mun Elec Sys,TN,462758.0,20448.0,20228.0,Municipal,205.72,12.386,16.609075,33.0,0.0,SERC,0.0,487451.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Central Electric Coop Inc - (MO),MO,273386.0,14242.0,20363.0,Cooperative,79.48,.,.,48.0,41.0,SERC,0.0,281337.0,AECI,370.0,0.0,370.0,0.0,0.0,0.0,0.13533977599438157,0.0,0.13533977599438157,0.0,0.0,0.0
West Central Electric Coop Inc - (SD),SD,138500.0,6777.0,20368.0,Cooperative,99.8,0.957,104.28422,57.0,0.0,MRO,0.0,149395.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Penn Power Company,PA,7258037.0,542979.0,20387.0,Investor Owned,197.848,1.282,154.32761,872.0,872.0,RFC,0.0,7563429.0,PJM,0.0,0.0,0.0,148964.981,55733.0,0.0,0.0,0.0,0.0,2.052414185819113,0.0,10.26430119765221
West River Electric Assn Inc,SD,302113.0,17465.0,20401.0,Cooperative,61.56,1.12,54.964286,49.0,0.0,MRO,0.0,318534.0,SWPP,62.844,12.634,75.478,345.0,3394.0,0.0,0.020801488184884465,0.004181878965817426,0.024983367150701884,0.11419568174822003,0.0,19.433152018322357
Whetstone Valley Elec Coop Inc,SD,100170.0,3367.0,20422.0,Cooperative,55.903,1.623,34.444239,22.0,22.0,MRO,0.0,105523.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Westerville - (OH),OH,474048.0,17434.0,20477.0,Municipal,18.35,0.44,41.704545,27.0,0.0,RFC,0.0,502705.0,PJM,0.0,0.0,0.0,367.0,555.0,6.16,0.0,0.0,0.0,0.07741832050762792,0.0012994464695558255,3.1834346678903294
City of Westfield - (MA),MA,353536.0,18061.0,20481.0,Municipal,80.332,1.713,46.895505,14.0,0.0,NPCC,0.0,359788.0,0,0.0,0.0,0.0,3297.428,0.0,0.0,0.0,0.0,0.0,0.9326993573497465,0.0,0.0
"Wheatland Electric Coop, Inc",KS,771415.0,32750.0,20510.0,Cooperative,116.7,0.94,124.14894,115.0,0.0,SPP,0.0,829645.0,SWPP,27.633,14.525,42.158,0.0,0.0,0.0,0.0035821185743082516,0.0018829034955244583,0.00546502206983271,0.0,0.0,0.0
Wheeling Power Co,WV,4274264.0,41558.0,20521.0,Investor Owned,524.6,2.441,214.91192,53.0,0.0,0,0.0,0.0,PJM,203.532,1.872,205.404,7831.6,212.0,4.0,0.004761802265840389,4.379701394204944e-05,0.0048055992797824375,0.18322686666055255,9.358336312403726e-05,0.510130420135714
Northeastern Rural E M C,IN,1617731.0,31317.0,20603.0,Cooperative,61.56,1.079,57.052827,75.0,0.0,RFC,0.0,1652325.0,PJM,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8317846537024622
Willmar Municipal Utilities,MN,279868.0,9603.0,20737.0,Municipal,4.83,0.09,53.666667,19.0,10.0,MRO,6685.0,280271.0,MISO,10.319,0.0,10.319,722.0,2324.0,3.19,0.003687095344948333,0.0,0.003687095344948333,0.25797876141609616,0.0011398230594423084,24.20077059252317
City of Wilson,NC,1243394.0,34908.0,20785.0,Municipal,29.39,0.514,57.178988,87.0,87.0,SERC,0.0,1305132.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wiregrass Electric Coop, Inc",AL,389668.0,24773.0,20841.0,Cooperative,78.98,1.08,73.12963,51.0,0.0,SERC,0.0,415161.0,0,0.0,0.0,0.0,283.08,3663.0,0.0,0.0,0.0,0.0,0.07264645801040887,0.0,14.786259233843296
Wisconsin Electric Power Co,WI,23557333.0,1138054.0,20847.0,Investor Owned,85,0.65,130.76923,1627.0,0.0,0,0.0,0.0,MISO,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007732497754939572
Wisconsin Public Service Corp,WI,10758317.0,447493.0,20860.0,Investor Owned,115,0.98,117.34694,228.0,0.0,0,0.0,0.0,MISO,0.0,0.0,0.0,0.0,22894.0,0.0,0.0,0.0,0.0,0.0,0.0,5.116057681349206
Withlacoochee River Elec Coop,FL,4052450.0,222294.0,20885.0,Cooperative,139.178,1.976,70.434211,212.0,84.0,FRCC,0.0,4200792.0,SEC,1562.012,0.0,1562.012,2.339,0.0,0.0,0.038544880257621934,0.0,0.038544880257621934,5.7718170489457e-05,0.0,0.0
"Wood County Electric Coop, Inc",TX,722310.0,37408.0,20927.0,Cooperative,173.59,1.702,101.99177,93.0,0.0,SPP,0.0,766621.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woodruff Electric Coop Corp,AR,384812.0,19027.0,20963.0,Cooperative,31.8,0.55,57.818182,86.0,0.0,SERC,0.0,425665.0,MISO,0.0,0.0,0.0,0.0,3200.0,4000.0,0.0,0.0,0.0,0.0,1.0394686236395956,16.818205707678562
Wright-Hennepin Coop Elec Assn,MN,905480.0,54616.0,20996.0,Cooperative,38.56,0.33,116.84848,119.0,0.0,MRO,0.0,941604.0,MISO,220.809,9.94,230.749,0.0,0.0,0.0,0.02438585059857755,0.0010977603039271987,0.02548361090250475,0.0,0.0,0.0
York Electric Coop Inc,SC,1070398.0,62320.0,21002.0,Cooperative,72.27,0.722,100.09695,99.0,0.0,SERC,0.0,1113277.0,DUK,1930.0,0.0,1930.0,398.0,5637.0,0.0,0.18030676439978402,0.0,0.18030676439978402,0.0371824312078311,0.0,9.04525032092426
Y-W Electric Assn Inc,CO,335317.0,8783.0,21075.0,Cooperative,62.7,.,.,89.0,0.0,WECC,0.0,366815.0,WACM,2.523,0.0,2.523,112.7,0.0,0.0,0.0007524223346862819,0.0,0.0007524223346862819,0.03360998696755608,0.0,0.0
Wyrulec Company,NE,18771.0,499.0,21079.0,Cooperative,353.521,2.228,158.6719,8.0,4.0,0,0.0,0.0,WACM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wyrulec Company,WY,171783.0,4822.0,21079.0,Cooperative,164.019,1.128,145.40691,37.0,14.0,WECC,0.0,198067.0,WACM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yampa Valley Electric Assn Inc,CO,552803.0,27065.0,21081.0,Cooperative,203.5,2.421,84.056175,123.0,0.0,WECC,0.0,576337.0,PSCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City of Zeeland - (MI),MI,408957.0,6749.0,21158.0,Municipal,27.067,0.888,30.480856,24.0,0.0,RFC,3244.0,426267.0,0,0.0,0.0,0.0,2914.0,0.0,0.0,0.0,0.0,0.0,0.7125443506285501,0.0,0.0
"Southside Electric Coop, Inc",VA,952703.0,56820.0,21244.0,Cooperative,263.6,2.3,114.6087,126.0,0.0,SERC,0.0,1005891.0,PJM,0.0,0.0,0.0,0.0,1338.0,7.198,0.0,0.0,0.0,0.0,0.0007555345160034135,2.35480464625132
"Mohave Electric Cooperative, I",AZ,681478.0,41814.0,21538.0,Cooperative,69.3,.,.,51.0,0.0,WECC,0.0,782593.0,WALC,496.503,0.0,496.503,1016.989,0.0,0.0,0.07285679068143065,0.0,0.07285679068143065,0.14923284390691996,0.0,0.0
"Washington-St Tammany E C, Inc",LA,1001267.0,52929.0,21567.0,Cooperative,374.357,3.365,111.25022,103.0,0.0,SERC,0.0,1077968.0,MISO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EnergyUnited Elec Member Corp,NC,2685780.0,130295.0,21632.0,Cooperative,98.58,0.949,103.87777,248.0,15.0,SERC,0.0,2841216.0,DUK,0.0,0.0,0.0,194.021,11283.0,744.0,0.0,0.0,0.0,0.007224009412535651,0.02770144985814177,8.65958018342991
Kentucky Power Co,KY,5631770.0,165461.0,22053.0,Investor Owned,485,2.485,195.17103,225.0,27.0,0,0.0,0.0,PJM,142.637,0.0,142.637,243.0,4.0,0.0,0.0025327206189173206,0.0,0.0025327206189173206,0.004314806890196155,0.0,0.002417488108980364
"Evergy Kansas Central, Inc",KS,9753285.0,383452.0,22500.0,Investor Owned,99.847,1.019,97.98528,775.0,24.0,SPP,9868604.0,6723123.0,SWPP,0.0,0.0,0.0,0.0,27912.0,0.0,0.0,0.0,0.0,0.0,0.0,7.279137936430113
Delta Electric Power Assn,MS,496236.0,28173.0,22815.0,Cooperative,364.46,4.504,80.919183,70.0,0.0,SERC,0.0,535956.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clark County Rural E M C - (IN),IN,490874.0,24937.0,22822.0,Cooperative,99.451,0.807,123.23544,44.0,0.0,RFC,0.0,511737.0,MISO,70.695,2.222,72.917,0.0,0.0,0.0,0.014401862799822356,0.00045266198657904067,0.0148545247864014,0.0,0.0,0.0
Unitil Energy Systems,NH,664786.0,69626.0,24590.0,Investor Owned,82.53,0.845,97.668639,90.0,0.0,NPCC,0.0,765051.0,ISNE,1002.589,0.0,1002.589,13709.0,0.0,0.0,0.1508137957177197,0.0,0.1508137957177197,2.0621673741625126,0.0,0.0
Boone County Rural EMC,IN,406898.0,14974.0,24753.0,Cooperative,141,1.4,100.71429,54.0,0.0,RFC,0.0,419178.0,MISO,201.057,0.0,201.057,0.0,0.0,0.0,0.049412137685611625,0.0,0.049412137685611625,0.0,0.0,0.0
Brunswick Electric Member Corp,NC,1405438.0,95216.0,24889.0,Cooperative,35.256,0.54,65.288889,119.0,0.0,SERC,0.0,1482613.0,CPLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cass County Elec Coop Inc,ND,1287375.0,52086.0,24949.0,Cooperative,30.56,0.498,61.365462,41.0,11.0,MRO,0.0,1328581.0,MISO,125.245,56.811,182.056,10.0,9743.0,6223.56,0.009728711525390815,0.004412933294494611,0.014141644819885425,0.0007767744441207884,0.48343023594523743,18.705602273163613
Dakota Electric Association,MN,1792922.0,108554.0,25177.0,Cooperative,18.27,0.32,57.09375,165.0,0.0,MRO,0.0,1841052.0,MISO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western Indiana Energy REMC,IN,687171.0,16981.0,25295.0,Cooperative,325.928,2.232,146.02509,71.0,0.0,RFC,0.0,708592.0,MISO,94.404,0.0,94.404,0.0,4.0,0.0,0.013738065197745538,0.0,0.013738065197745538,0.0,0.0,0.023555738766857074
Liberty Utilities (Granite State Electri,NH,434587.0,38913.0,26510.0,Investor Owned,115.689,0.924,125.20455,52.0,0.0,NPCC,0.0,463065.0,ISNE,0.0,0.0,0.0,9224.361,0.0,0.0,0.0,0.0,0.0,2.1225579688301766,0.0,0.0
Pella Cooperative Elec Assn,IA,58013.0,3026.0,26765.0,Cooperative,87.34,0.94,92.914894,22.0,0.0,MRO,0.0,61361.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ravalli County Elec Coop, Inc",MT,163895.0,10837.0,26916.0,Cooperative,143.2,1.597,89.668128,20.0,0.0,WECC,0.0,173804.0,NWMT,0.0,0.0,0.0,1204.0,0.0,0.0,0.0,0.0,0.0,0.7346166753104122,0.0,0.0
Red River Valley Coop Pwr Assn,MN,124264.0,4681.0,26939.0,Cooperative,81,0.62,130.64516,43.0,32.0,MRO,0.0,131002.0,MISO,0.0,0.0,0.0,1463.0,2007.0,0.0,0.0,0.0,0.0,1.1773321315908067,0.0,42.87545396282846
City of Ripley - (TN),TN,191490.0,6630.0,27222.0,Municipal,70.747,1.6,44.216875,9.0,8.0,SERC,0.0,197751.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Southwest Electric Coop, Inc",MO,590277.0,41707.0,27238.0,Cooperative,139.5,1.024,136.23047,98.0,0.0,SERC,0.0,626596.0,AECI,111.7,0.0,111.7,0.0,0.0,0.0,0.018923319051902754,0.0,0.018923319051902754,0.0,0.0,0.0
Todd-Wadena Electric Coop,MN,190219.0,8813.0,27422.0,Cooperative,66.13,0.783,84.457216,59.0,0.0,MRO,0.0,199256.0,MISO,214.14,56.287,270.427,0.0,0.0,0.0,0.11257550507572849,0.02959062974781699,0.1421661348235455,0.0,0.0,0.0
Carroll-White REMC,IN,382971.0,14695.0,27599.0,Cooperative,352.5,.,.,53.0,0.0,RFC,0.0,398793.0,MISO,111.713,0.0,111.713,379.0,0.0,0.0,0.02917009381911424,0.0,0.02917009381911424,0.0989631068670996,0.0,0.0
Clatskanie Peoples Util Dist,OR,988974.0,4224.0,28541.0,Political Subdivision,95.272,0.674,141.35312,10.0,0.0,WECC,53175.0,1051879.0,BPAT,0.0,0.0,0.0,1864.341,0.0,0.0,0.0,0.0,0.0,0.18851264037274992,0.0,0.0
Kerrville Public Utility Board,TX,504939.0,22994.0,28604.0,Municipal,23.249,0.355,65.490141,28.0,14.0,TRE,0.0,530542.0,ERCO,0.0,0.0,0.0,597.105,0.0,0.0,0.0,0.0,0.0,0.11825289787479279,0.0,0.0
"Pioneer Electric Coop, Inc - (AL)",AL,176438.0,12775.0,30517.0,Cooperative,226.653,2.213,102.41889,42.0,29.0,SPP,0.0,187441.0,AEC,0.756,0.0,0.756,0.0,0.0,0.0,0.0004284791258118999,0.0,0.0004284791258118999,0.0,0.0,0.0
Okefenoke Rural El Member Corp,FL,169436.0,10747.0,31833.0,Cooperative,144.243,0.683,211.19034,6.0,5.0,0,0.0,0.0,SOCO,0.07,0.0,0.07,0.0,0.0,0.0,4.1313534313841214e-05,0.0,4.1313534313841214e-05,0.0,0.0,0.0
Okefenoke Rural El Member Corp,GA,419597.0,26893.0,31833.0,Cooperative,61.351,0.348,176.29598,42.0,32.0,SERC,0.0,621933.0,SOCO,0.102,0.0,0.102,0.0,0.0,0.0,2.4309039387793524e-05,0.0,2.4309039387793524e-05,0.0,0.0,0.0
"Mid-Ohio Energy Coop, Inc",OH,166337.0,8146.0,36189.0,Cooperative,71.01,.,.,32.0,0.0,RFC,0.0,175912.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Great Lakes Energy Coop,MI,1539061.0,126250.0,38084.0,Cooperative,176.097,1.576,111.73668,246.0,0.0,MRO,97.0,1616722.0,MISO,0.0,0.0,0.0,15403.903,0.0,0.0,0.0,0.0,0.0,1.0008637084560001,0.0,0.0
Rappahannock Electric Coop,VA,3859370.0,166571.0,40228.0,Cooperative,183.43,1.74,105.41954,370.0,25.0,SERC,0.0,4060522.0,PJM,0.0,0.0,0.0,0.0,38693.0,33.08,0.0,0.0,0.0,0.0,0.0008571347136967951,23.229133522641995
Minnesota Valley Coop L&P Assn,MN,210692.0,5282.0,40304.0,Cooperative,41,.,.,58.0,58.0,MRO,0.0,224485.0,MISO,143.105,96.668,239.773,0.0,0.0,0.0,0.0679214208417975,0.0458811915022877,0.1138026123440852,0.0,0.0,0.0
Columbia River Peoples Ut Dist,OR,482347.0,19590.0,40438.0,Political Subdivision,60.368,0.676,89.301775,26.0,0.0,WECC,0.0,496691.0,BPAT,112.278,0.0,112.278,2976.595,0.0,0.0,0.023277433051309533,0.0,0.023277433051309533,0.6171065643613415,0.0,0.0
City of Grand Island - (NE),NE,721257.0,26269.0,40606.0,Municipal,11.138,1.2,9.2816667,56.0,0.0,MRO,508586.0,691369.0,SWPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest Iowa Rural Elec Coop,IA,108165.0,5915.0,49986.0,Cooperative,121.76,1.687,72.175459,16.0,0.0,RFC,0.0,118904.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSTAR Electric Company,MA,6495992.0,696258.0,54913.0,Investor Owned,70.3,0.735,95.646259,2259.0,524.0,0,0.0,0.0,ISNE,466156.237,49255.057,515411.294,696831.73,8079.0,4.5,7.176059283940004,0.7582376486916855,7.934296932631691,10.727102650372721,6.927348432695114e-05,1.160345733908982
Entergy Texas Inc.,TX,19008103.0,459190.0,55937.0,Investor Owned,297,2.019,147.10253,671.0,0.0,SERC,6326958.0,15088727.0,MISO,0.0,0.0,0.0,44488.239,8.0,73.753,0.0,0.0,0.0,0.2340488106572234,0.0003880082089201642,0.0017421982186023215
Heart of Texas Electric Coop,TX,474367.0,22155.0,55982.0,Cooperative,167.15,1.33,125.67669,61.0,0.0,0,0.0,0.0,ERCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Black Hills Colorado Electric, LLC",CO,1954358.0,97890.0,56146.0,Investor Owned,73.669,1.307,56.364958,127.0,0.0,0,0.0,0.0,PSCO,0.0,0.0,0.0,15726.0,0.0,0.0,0.0,0.0,0.0,0.8046632193282909,0.0,0.0
Ameren Illinois Company,IL,8017902.0,499059.0,56697.0,Investor Owned,132.29,0.995,132.95477,2966.0,0.0,0,0.0,0.0,MISO,0.0,0.0,0.0,333324.0,0.0,0.0,0.0,0.0,0.0,4.1572471202566454,0.0,0.0
Liberty Utilities,CA,564462.0,48770.0,57483.0,Investor Owned,416.51,2.96,140.71284,42.0,0.0,WECC,131026.0,456184.0,CISO,0.0,0.0,0.0,1779.139,0.0,0.0,0.0,0.0,0.0,0.31519198812320404,0.0,0.0
PUD No 1 of Jefferson County,WA,376212.0,19742.0,59013.0,Political Subdivision,291,2.04,142.64706,21.0,21.0,0,0.0,0.0,BPAT,0.0,0.0,0.0,651.0,0.0,0.0,0.0,0.0,0.0,0.173040732353035,0.0,0.0
Upper Michigan Energy Resources Corp.,MI,1610240.0,36818.0,60631.0,Investor Owned,238,1.5,158.66667,57.0,0.0,0,0.0,0.0,MISO,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21728502362974633
Southern Pioneer Electric Company,KS,817910.0,16939.0,60839.0,Cooperative,106.41,.,.,83.0,0.0,0,0.0,0.0,SWPP,41.042,0.0,41.042,0.0,0.0,0.0,0.005017911506155934,0.0,0.005017911506155934,0.0,0.0,0.0
