year,name,state,total_mwh,total_cust,no,type,saidi_nomed,saifi_nomed,caidi_nomed,circuits,voltage,nerc,gen_mwh,purchase_mwh,pv_mwh,wind_mwh,nm_mwh,ee_mwh,dem_res_customers,dem_res_mwh,pv_pct,wind_pct,nm_pct,ee_pct,dem_res_cust_pct
2019.0,"North Arkansas Elec Coop, Inc",AR,619054.0,37022.0,13676.0,Cooperative,210.85,1.72,122.58721,93.0,85.0,SPP,0.0,662778.0,0.0,0.0,0.0,278.259,8697.0,0.0,0.0,0.0,0.0,0.044949067448074004,23.491437523634595
2019.0,Northern States Power Co - Minnesota,MN,29166665.0,1300836.0,13781.0,Investor Owned,80.66,0.742,108.7062,1044.0,0.0,MRO,36820209.0,14814736.0,0.0,0.0,0.0,490710.51,415532.0,649.804,0.0,0.0,0.0,1.682436130424922,31.943457899381627
2019.0,"Northfork Electric Coop, Inc",OK,149981.0,6554.0,13838.0,Cooperative,131.2,.,.,20.0,12.0,SPP,0.0,158862.0,0.0,0.0,0.0,0.002,217.0,1.323,0.0,0.0,0.0,1.333502243617525e-06,3.3109551418980776
2019.0,Oakdale Electric Coop,WI,347036.0,17036.0,13936.0,Cooperative,107.22,0.987,108.63222,69.0,0.0,MRO,0.0,359209.0,0.0,0.0,0.0,440.0,5680.0,0.0,0.0,0.0,0.0,0.12678799893959128,33.34115989668936
2019.0,Ohio Edison Co,OH,3970997.0,327657.0,13998.0,Investor Owned,108.819,1.036,105.03764,1126.0,1126.0,RFC,0.0,4220694.0,0.0,0.0,0.0,283011.097,16.0,0.0,0.0,0.0,0.0,7.126953180775509,0.004883155250765282
2019.0,Ohio Power Co,OH,11573523.0,920735.0,14006.0,Investor Owned,202.4,1.388,145.82133,1669.0,87.0,RFC,0.0,15139865.0,18695.57,11648.213,30797.703,560772.0,25.0,0.0,0.16153741604868285,0.10064535232703127,0.2661048239157601,4.845300778336899,0.0027152220780137606
2019.0,Omaha Public Power District,NE,10919803.0,384501.0,14127.0,Political Subdivision,76.3,0.58,131.55172,483.0,29.0,MRO,9022252.0,6690680.0,4.023,0.026,4.049,15741.0,48804.0,0.0,3.684132396893973e-05,2.3809953348059484e-07,3.707942350242033e-05,0.14415095217377089,12.692814843134348
2019.0,Otter Tail Power Co,MN,2659813.0,61748.0,14232.0,Investor Owned,101.73,1.13,90.026549,282.0,0.0,MRO,3010446.0,2587505.0,215.722,9.424,229.146,69248.477,20980.0,0.0,0.008110419792669635,0.00035431062258888126,0.008615116927393016,2.6035092316640305,33.976808965472564
2019.0,City of Owatonna - (MN),MN,385987.0,11869.0,14246.0,Municipal,18.771,0.217,86.502304,23.0,0.0,MRO,0.0,410966.0,0.0,0.0,0.0,6189.046,7096.0,110.451,0.0,0.0,0.0,1.6034337944024022,59.78599713539473
2019.0,Pacific Gas & Electric Co.,CA,36462157.0,2635291.0,14328.0,Investor Owned,134.1,0.995,134.77387,3109.0,0.0,WECC,33491087.0,42164686.0,0.0,0.0,0.0,1322045.0,268381.0,3963.0,0.0,0.0,0.0,3.6258003057800448,10.18411249459737
2019.0,People's Cooperative Services,MN,357063.0,22859.0,14468.0,Cooperative,87.88,1.233,71.273317,78.0,0.0,MRO,0.0,373985.0,1497.691,68.081,1565.772,4529.0,2189.0,0.0,0.41944726840921637,0.019066943368537207,0.4385142117777535,1.2684036150483249,9.576096942123453
