year,name,state,total_mwh,total_cust,no,type,saidi_nomed,saifi_nomed,caidi_nomed,circuits,voltage,nerc,gen_mwh,purchase_mwh,pv_mwh,wind_mwh,nm_mwh,pv_pct,wind_pct,nm_pct,circuit_pct
2019.0,"Pedernales Electric Coop, Inc",TX,6490606.0,363712.0,14626.0,Cooperative,45.3,0.91,49.78022,281.0,0.0,TRE,0.0,6916900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Peninsula Light Company,WA,586557.0,33723.0,14668.0,Cooperative,40,0.26,153.84615,33.0,0.0,WECC,0.0,612620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,PPL Electric Utilities Corp,PA,10569683.0,855014.0,14715.0,Investor Owned,74.3,0.66,112.57576,1276.0,47.0,RFC,0.0,11268268.0,0.0,0.0,0.0,0.0,0.0,0.0,3.683385579937304
2019.0,Pee Dee Electric Member Corp,NC,389641.0,21110.0,14717.0,Cooperative,136.81,1.573,86.973935,36.0,9.0,SERC,0.0,416803.0,160.54,0.0,160.54,0.04120202956054419,0.0,0.04120202956054419,25.0
2019.0,Borough of Perkasie - (PA),PA,53092.0,4106.0,14792.0,Municipal,9.63,0.1,96.3,3.0,0.0,RFC,0.0,58579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Petit Jean Electric Coop Corp,AR,314566.0,20072.0,14864.0,Cooperative,185.04,1.42,130.30986,45.0,0.0,SERC,0.0,337672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,PECO Energy Co,PA,12296539.0,1142446.0,14940.0,Investor Owned,94,0.87,108.04598,2165.0,0.0,RFC,0.0,14635162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Piedmont Electric Member Corp,NC,488011.0,32534.0,15023.0,Cooperative,106.087,0.826,128.43462,68.0,0.0,SERC,0.0,514015.0,1437.19,0.0,1437.19,0.2944995092323739,0.0,0.2944995092323739,0.0
2019.0,Pierce-Pepin Coop Services,WI,120799.0,7633.0,15034.0,Cooperative,100.009,0.976,102.46824,34.0,0.0,MRO,0.0,127796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,"Pioneer Electric Coop, Inc - (KS)",KS,833463.0,16605.0,15073.0,Cooperative,162.81,.,.,71.0,71.0,SPP,0.0,920256.0,75.075,0.0,75.075,0.009007598417686209,0.0,0.009007598417686209,100.0
2019.0,"Platte-Clay Electric Coop, Inc",MO,500146.0,24927.0,15138.0,Cooperative,74.85,0.96,77.96875,64.0,0.0,SERC,0.0,600345.0,119.028,0.0,119.028,0.023798650793968163,0.0,0.023798650793968163,0.0
2019.0,Polk County Rural Pub Pwr Dist,NE,81102.0,4725.0,15188.0,Political Subdivision,71.497,0.942,75.899151,38.0,38.0,MRO,0.0,105702.0,21.4,0.0,21.4,0.02638652560972602,0.0,0.02638652560972602,100.0
2019.0,Portland General Electric Co,OR,17304691.0,889388.0,15248.0,Investor Owned,98,0.61,160.65574,694.0,7.0,WECC,15871590.0,7811844.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0086455331412103
2019.0,"Poudre Valley REA, Inc",CO,1323824.0,43959.0,15257.0,Cooperative,85.075,0.869,97.899885,126.0,0.0,WECC,0.0,1365619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Potomac Electric Power Co,DC,3108601.0,257913.0,15270.0,Investor Owned,55,0.49,112.2449,772.0,0.0,RFC,0.0,9601857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Polk-Burnett Electric Coop,WI,236611.0,20800.0,15344.0,Cooperative,34.8,0.389,89.460154,54.0,0.0,MRO,0.0,250528.0,132.688,58.0,191.456,0.0560785424177236,0.024512807942149776,0.08091593374779701,0.0
2019.0,Prince George Electric Coop,VA,344906.0,11898.0,15410.0,Cooperative,123.22,.,.,33.0,0.0,SERC,0.0,359868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Provo City Corp,UT,765747.0,37291.0,15444.0,Municipal,48,0.758,63.324538,32.0,0.0,WECC,0.0,784995.0,2493.99,0.0,2493.99,0.32569373435351356,0.0,0.32569373435351356,0.0
2019.0,Public Service Co of Colorado,CO,29156848.0,1499395.0,15466.0,Investor Owned,92.694,0.875,105.936,793.0,30.0,WECC,23942892.0,22572657.0,0.0,0.0,0.0,0.0,0.0,0.0,3.783102143757881
2019.0,"Duke Energy Indiana, LLC",IN,27836983.0,840116.0,15470.0,Investor Owned,140,1.06,132.07547,1253.0,0.0,RFC,21144343.0,11947586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Public Service Co of NH,NH,3338801.0,400893.0,15472.0,Investor Owned,229.61,1.197,191.82122,377.0,0.0,NPCC,0.0,4431573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Public Service Co of NM,NM,9013639.0,530259.0,15473.0,Investor Owned,103.39,0.887,116.56144,492.0,376.0,WECC,9577698.0,3165610.0,0.0,0.0,0.0,0.0,0.0,0.0,76.42276422764228
2019.0,Public Service Co of Oklahoma,OK,18555555.0,557421.0,15474.0,Investor Owned,125.1,1.322,94.629349,769.0,75.0,SPP,6937724.0,14195742.0,264.257,0.095,264.352,0.001424139563596993,5.119760632328162e-07,0.0014246515396602257,9.752925877763328
2019.0,Public Service Elec & Gas Co,NJ,21560363.0,2034027.0,15477.0,Investor Owned,48.11,0.67,71.80597,2943.0,0.0,RFC,159192.0,22675318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Puget Sound Energy Inc,WA,20833230.0,1165611.0,15500.0,Investor Owned,136,0.96,141.66667,1123.0,42.0,WECC,13420042.0,15771178.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7399821905609976
2019.0,Rayle Electric Membership Corp,GA,273000.0,18555.0,15700.0,Cooperative,170.219,2.015,84.475931,50.0,0.0,SERC,0.0,290289.0,100.558,0.0,100.558,0.03683443223443224,0.0,0.03683443223443224,0.0
2019.0,Town of Reading - (MA),MA,647221.0,29775.0,15748.0,Municipal,16.399,0.255,64.309804,27.0,24.0,NPCC,299.0,671071.0,929.652,0.0,929.652,0.14363749013088267,0.0,0.14363749013088267,88.88888888888889
2019.0,Redwood Electric Coop,MN,134802.0,4449.0,15750.0,Cooperative,23.2,0.374,62.032086,42.0,0.0,MRO,0.0,141375.0,101.84,43.278,145.118,0.07554784053649055,0.032104864912983484,0.10765270544947404,0.0
2019.0,City of Redding - (CA),CA,719486.0,43879.0,15783.0,Municipal,77.4,0.874,88.558352,68.0,0.0,WECC,257928.0,814370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Renville-Sibley Coop Pwr Assn,MN,163161.0,1882.0,15845.0,Cooperative,91.143,0.875,104.16343,36.0,0.0,MRO,0.0,166747.0,164.015,9.08,173.329,0.10052340939317606,0.005565055374752545,0.1062318813932251,0.0
2019.0,Rice Lake Utilities,WI,159181.0,5988.0,15938.0,Municipal,8.94,.,.,6.0,6.0,MRO,0.0,164164.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2019.0,City of Richland - (WA),WA,911106.0,24966.0,15979.0,Municipal,10.846,0.363,29.878788,74.0,0.0,WECC,0.0,1003797.0,968.405,0.0,968.405,0.10628894991362146,0.0,0.10628894991362146,0.0
2019.0,"Rio Grande Electric Coop, Inc",TX,509675.0,13324.0,16057.0,Cooperative,281.713,.,.,56.0,0.0,TRE,0.0,547473.0,130.845,1.572,132.417,0.02567224211507333,0.0003084318438220435,0.025980673958895372,0.0
2019.0,City of River Falls,WI,126660.0,6605.0,16082.0,Municipal,24.109,0.176,136.98295,20.0,20.0,MISO,1626.0,128083.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2019.0,City of Riverside - (CA),CA,2105661.0,110439.0,16088.0,Municipal,64.7,0.64,101.09375,138.0,138.0,WECC,100407.0,2124663.0,555.0,0.0,555.0,0.026357519087830378,0.0,0.026357519087830378,100.0
2019.0,Roanoke Electric Member Corp,NC,272893.0,14187.0,16101.0,Cooperative,264.2,1.533,172.34181,42.0,0.0,SERC,0.0,308415.0,3.147,0.0,3.147,0.0011531992392622749,0.0,0.0011531992392622749,0.0
2019.0,"Navasota Valley Elec Coop, Inc",TX,363587.0,19859.0,16146.0,Cooperative,570.86,3.538,161.35105,53.0,52.0,TRE,0.0,387401.0,45.01,0.0,45.01,0.012379430507691419,0.0,0.012379430507691419,98.11320754716981
2019.0,Rochester Public Utilities,MN,1174458.0,55919.0,16181.0,Municipal,39.171,0.613,63.900489,80.0,44.0,MRO,74651.0,1204808.0,852.753,0.093,852.846,0.0726082158748972,7.91854625708199e-06,0.07261613442115426,55.00000000000001
2019.0,City of Rock Hill - (SC),SC,849164.0,39471.0,16195.0,Municipal,92.82,1.502,61.797603,38.0,0.0,SERC,0.0,887105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Runestone Electric Assn,MN,238264.0,14588.0,16368.0,Cooperative,69.42,1.03,67.398058,57.0,0.0,MRO,31.0,239091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,"Rural Electric Coop, Inc",OK,405523.0,11796.0,16382.0,Cooperative,234.1,2.435,96.13963,52.0,0.0,SPP,0.0,426258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Rural Electric Conven Coop,IL,114013.0,5862.0,16420.0,Cooperative,86.96,1.087,80,28.0,0.0,RFC,1946.0,121885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,City of Russell - (KS),KS,111059.0,3365.0,16440.0,Municipal,5.136,0.314,16.356688,16.0,10.0,SPP,1358.0,122651.0,5.8,4.8,10.6,0.005222449328735177,0.004322027030677388,0.009544476359412564,62.5
2019.0,"Rusk County Electric Coop, Inc",TX,635932.0,22387.0,16461.0,Cooperative,403.6,.,.,41.0,0.0,SPP,0.0,665935.0,31.484,5.712,37.196,0.004950843800909531,0.0008982092424976255,0.005849053043407156,0.0
2019.0,Rutherford Elec Member Corp,NC,1301651.0,70835.0,16496.0,Cooperative,55.15,0.581,94.922547,201.0,0.0,SERC,0.0,1368803.0,485.12,0.0,485.12,0.03726959069673822,0.0,0.03726959069673822,0.0
2019.0,City of Salem - (VA),VA,359020.0,13532.0,16558.0,Municipal,15.76,0.118,133.55932,45.0,0.0,RFC,0.0,379717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Salt River Project,AZ,28853719.0,1076347.0,16572.0,Political Subdivision,43.27,0.71,60.943662,1416.0,0.0,WECC,32896105.0,5082396.0,47669.0,0.0,47669.0,0.1652092057873025,0.0,0.1652092057873025,0.0
2019.0,Salt River Electric Coop Corp,KY,1225304.0,52831.0,16587.0,Cooperative,78.83,1.05,75.07619,100.0,55.0,RFC,0.0,1269912.0,147.6,0.0,147.6,0.01204599021957,0.0,0.01204599021957,55.00000000000001
2019.0,"San Luis Valley R E C, Inc",CO,221014.0,12709.0,16603.0,Cooperative,103.2,0.096,1075,54.0,0.0,WECC,0.0,229818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,City of San Antonio - (TX),TX,22664813.0,850161.0,16604.0,Municipal,54.86,0.79,69.443038,614.0,22.0,TRE,25208143.0,4911730.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5830618892508146
2019.0,San Diego Gas & Electric Co,CA,14405807.0,1452138.0,16609.0,Investor Owned,68.64,0.596,115.16779,1061.0,757.0,WECC,2558141.0,22486042.0,33.37,0.0,33.37,0.00023164269797589263,0.0,0.00023164269797589263,71.34778510838832
2019.0,San Patricio Electric Coop Inc,TX,297423.0,11624.0,16627.0,Cooperative,154.688,1.699,91.046498,39.0,38.0,TRE,0.0,314137.0,0.0,0.0,0.0,0.0,0.0,0.0,97.43589743589743
2019.0,"San Bernard Electric Coop, Inc",TX,700011.0,28911.0,16638.0,Cooperative,100.7,1.202,83.777038,58.0,0.0,TRE,0.0,746640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Sangre De Cristo Elec Assn Inc,CO,120790.0,12754.0,16649.0,Cooperative,198.4,1.606,123.53674,23.0,0.0,WECC,547.0,130966.0,415.55,0.0,473.287,0.34402682341253416,0.0,0.3918263101250103,0.0
2019.0,City of Sauk Centre - (MN),MN,60936.0,2366.0,16679.0,Municipal,7.72,0.23,33.565217,4.0,0.0,MRO,0.0,63564.0,0.0,12.9,12.9,0.0,0.02116975187081528,0.02116975187081528,0.0
2019.0,Three Rivers Electric Coop,MO,403052.0,22931.0,16751.0,Cooperative,162.783,0.94,173.1734,67.0,0.0,SERC,0.0,427783.0,14.72,0.0,15.506,0.0036521342159324356,0.0,0.003847146273929915,0.0
2019.0,"Heartland Rural Elec Coop, Inc",KS,185785.0,11212.0,16854.0,Cooperative,168.29,1.47,114.48299,46.0,0.0,SPP,207.0,198193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Sawnee Electric Membership Corporation,GA,3656585.0,183053.0,16865.0,Cooperative,43.8,0.69,63.478261,216.0,160.0,SERC,0.0,3787249.0,0.0,0.0,0.0,0.0,0.0,0.0,74.07407407407408
2019.0,City of Seattle - (WA),WA,9082792.0,470380.0,16868.0,Municipal,75.2,0.49,153.46939,236.0,0.0,WECC,5334991.0,6793339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Sedgwick County El Coop Assn Inc,KS,142338.0,6953.0,16920.0,Cooperative,206.526,1.462,141.26265,21.0,0.0,SPP,62.0,149196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Shakopee Public Utilities Comm,MN,445150.0,17798.0,16971.0,Municipal,8.683,0.149,58.275168,33.0,0.0,MRO,0.0,459121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,"Shelby Energy Co-op, Inc",KY,497905.0,16709.0,17044.0,Cooperative,120.76,1.09,110.78899,47.0,0.0,SERC,0.0,516055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Shenandoah Valley Elec Coop,VA,2429562.0,95555.0,17066.0,Cooperative,159.6,1.4,114,135.0,1.0,SERC,0.0,2540408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407408
2019.0,Sierra Pacific Power Co,NV,9195752.0,352366.0,17166.0,Investor Owned,189.44,1.72,110.13953,348.0,0.0,WECC,6132970.0,4466026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,City of Siloam Springs - (AR),AR,265570.0,8020.0,17184.0,Municipal,7.59,0.1,75.9,18.0,0.0,SPP,0.0,279106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Sioux Valley SW Elec Coop,SD,710416.0,22179.0,17267.0,Cooperative,93.965,0.952,98.702731,129.0,0.0,MRO,0.0,880808.0,68.199,8.7,76.899,0.009599868246210671,0.0012246345803022453,0.010824502826512917,0.0
2019.0,PUD 1 of Snohomish County,WA,6526450.0,354978.0,17470.0,Political Subdivision,91.3,0.86,106.16279,377.0,294.0,WECC,342529.0,7797678.0,0.0,0.0,0.0,0.0,0.0,0.0,77.9840848806366
2019.0,"Dominion Energy South Carolina, Inc",SC,21983940.0,743780.0,17539.0,Investor Owned,77.89,1.03,75.621359,764.0,0.0,SERC,20488209.0,3712883.0,86299.752,0.0,86299.752,0.3925581674622474,0.0,0.3925581674622474,0.0
2019.0,South Carolina Public Service Authority,SC,8318204.0,189205.0,17543.0,State,18.942,0.27,70.155556,291.0,253.0,SERC,17802933.0,5816891.0,224.448,0.0,224.448,0.0026982747718137232,0.0,0.0026982747718137232,86.94158075601375
2019.0,South Central Electric Assn,MN,226973.0,5846.0,17550.0,Cooperative,86.818,1.31,66.273282,75.0,0.0,MRO,0.0,236008.0,463.179,322.209,785.388,0.20406788472637716,0.1419591757609936,0.34602706048737075,0.0
2019.0,Town of South Hadley - (MA),MA,110230.0,8043.0,17560.0,Municipal,15.356,0.21,73.12381,5.0,0.0,NPCC,0.0,105764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,South Kentucky Rural E C C,KY,1259817.0,68019.0,17564.0,Cooperative,222.564,2.414,92.197183,143.0,4.0,SERC,0.0,1324843.0,12.867,0.077,12.944,0.001021338813494341,6.111998806175818e-06,0.0010274508123005166,2.797202797202797
2019.0,"Southeastern IL Elec Coop, Inc",IL,903727.0,24360.0,17585.0,Cooperative,147.692,1.435,102.92125,131.0,1.0,RFC,0.0,930677.0,1.0,0.0,1.0,0.00011065288521865564,0.0,0.00011065288521865564,0.7633587786259541
2019.0,Southeastern Indiana R E M C,IN,531404.0,27313.0,17599.0,Cooperative,337.1,2.51,134.30279,20.0,0.0,RFC,0.0,559471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Southern California Edison Co,CA,62259607.0,4120399.0,17609.0,Investor Owned,90.75,0.87,104.31034,4464.0,2481.0,WECC,12540012.0,56679822.0,0.0,0.0,0.0,0.0,0.0,0.0,55.57795698924731
2019.0,Bear Valley Electric Service,CA,131177.0,24358.0,17612.0,Investor Owned,85.001,0.667,127.43778,23.0,0.0,WECC,385.0,152339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,St Croix Electric Coop,WI,192517.0,10916.0,17868.0,Cooperative,106.698,0.9,118.55333,50.0,0.0,MRO,0.0,201458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,City of St George,UT,637545.0,31479.0,17874.0,Municipal,19.375,.,.,62.0,62.0,WECC,81043.0,590654.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2019.0,City of Shasta Lake - (CA),CA,194017.0,4547.0,17896.0,Municipal,86.9,1.24,70.080645,8.0,6.0,WECC,0.0,200716.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
2019.0,Stearns Cooperative Elec Assn,MN,533946.0,27114.0,18019.0,Cooperative,93.941,0.841,111.70155,119.0,118.0,MRO,21.0,558092.0,631.337,174.606,805.943,0.11823985946144365,0.0327010596577182,0.15094091911916185,99.15966386554622
2019.0,Steele-Waseca Cooperative Electric,MN,312983.0,11506.0,18047.0,Cooperative,55.48,0.77,72.051948,61.0,47.0,MRO,0.0,318778.0,1286.0,625.0,1911.0,0.4108849362425436,0.1996913570385612,0.6105762932811047,77.04918032786885
2019.0,"Steuben Rural Elec Coop, Inc",NY,87989.0,6318.0,18102.0,Cooperative,533,2.72,195.95588,16.0,0.0,NPCC,0.0,94834.0,0.26,0.0,0.26,0.0002954914818897817,0.0,0.0002954914818897817,0.0
2019.0,City of Stoughton - (WI),WI,143178.0,8822.0,18181.0,Municipal,26.06,0.334,78.023952,19.0,0.0,MISO,0.0,147437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Sulphur Springs Valley E C Inc,AZ,843618.0,52220.0,18280.0,Cooperative,61.4,0.57,107.7193,84.0,0.0,WECC,55533.0,906458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Suwannee Valley Elec Coop Inc,FL,534811.0,26681.0,18360.0,Cooperative,160,2.719,58.845164,41.0,0.0,FRCC,0.0,561898.0,231.803,0.0,231.803,0.04334297536886863,0.0,0.04334297536886863,0.0
2019.0,Taylor Electric Coop - (WI),WI,69237.0,4414.0,18383.0,Cooperative,29.88,.,.,48.0,0.0,MRO,48.0,73320.0,85.529,0.0,85.529,0.12353077111948814,0.0,0.12353077111948814,0.0
2019.0,City of Tacoma - (WA),WA,4665640.0,182234.0,18429.0,Municipal,51.25,0.5,102.5,185.0,46.0,WECC,1582551.0,4670510.0,4545.9,0.0,4545.9,0.09743357824435661,0.0,0.09743357824435661,24.864864864864867
2019.0,T I P Rural Electric Coop,IA,155206.0,6458.0,18446.0,Cooperative,155.614,1.331,116.9151,21.0,0.0,MRO,0.0,164088.0,87.261,0.034,87.295,0.05622269757612463,2.190636959911344e-05,0.056244603945723746,0.0
2019.0,"Talquin Electric Coop, Inc",FL,1014182.0,53747.0,18449.0,Cooperative,280.797,3.687,76.158666,86.0,0.0,FRCC,189.0,1062594.0,934.246,0.0,934.246,0.09211817997164216,0.0,0.09211817997164216,0.0
2019.0,Tampa Electric Co,FL,19783567.0,771959.0,18454.0,Investor Owned,85.71,1.36,63.022059,800.0,0.0,FRCC,19464415.0,1465419.0,1508.216,0.0,1508.216,0.007623579711383695,0.0,0.007623579711383695,0.0
2019.0,City of Taunton,MA,640323.0,39056.0,18488.0,Municipal,68.489,2.474,27.683508,56.0,25.0,NPCC,44529.0,636704.0,0.0,0.0,0.0,0.0,0.0,0.0,44.642857142857146
2019.0,Taylor County Rural E C C,KY,549654.0,26705.0,18498.0,Cooperative,86.1,1.03,83.592233,67.0,0.0,RFC,0.0,577856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,City of Tell City - (IN),IN,184458.0,4244.0,18538.0,Municipal,3.032,0.043,70.511628,10.0,10.0,RFC,0.0,188365.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2019.0,City of Thomasville - (GA),GA,485757.0,15893.0,18848.0,Municipal,142.8,6.28,22.738854,41.0,0.0,SERC,0.0,506184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Tipmont Rural Elec Member Corp,IN,528542.0,27998.0,18940.0,Cooperative,213.84,2.16,99,61.0,24.0,RFC,0.0,548998.0,0.0,0.0,0.0,0.0,0.0,0.0,39.34426229508197
2019.0,"Tri-County Electric Coop, Inc (IL)",IL,411509.0,16318.0,18955.0,Cooperative,92.2,1.14,80.877193,86.0,86.0,RFC,41.0,429367.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2019.0,Twin Valley Electric Coop Inc,KS,34052.0,2936.0,18962.0,Cooperative,93.1,1.12,83.125,8.0,0.0,SPP,0.0,37368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,The Toledo Edison Co,OH,1088474.0,93567.0,18997.0,Investor Owned,66.877,0.631,105.98574,255.0,235.0,RFC,0.0,1136241.0,0.0,0.0,0.0,0.0,0.0,0.0,92.15686274509804
2019.0,City of Traverse City - (MI),MI,311489.0,12599.0,19125.0,Municipal,64.284,0.615,104.52683,28.0,28.0,RFC,0.0,338959.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2019.0,Powder River Energy Corp,WY,2022576.0,26953.0,19156.0,Cooperative,199,1.63,122.08589,113.0,0.0,WECC,0.0,2192151.0,10.097,0.0,10.097,0.0004992148626306255,0.0,0.0004992148626306255,0.0
2019.0,MiEnergy Cooperative,MN,323440.0,15937.0,19157.0,Cooperative,100.789,0.836,120.561,84.0,0.0,MRO,0.0,676643.0,2868.629,226.007,3094.636,0.8869122557506801,0.06987602028196883,0.956788276032649,0.0
2019.0,"Tri-County Electric Coop, Inc (TX)",TX,3013987.0,115134.0,19159.0,Cooperative,154.392,1.126,137.11545,178.0,0.0,TRE,0.0,3115744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,"Tri-County Electric Coop, Inc (FL)",FL,318153.0,18659.0,19161.0,Cooperative,120.933,1.501,80.568288,53.0,45.0,FRCC,0.0,331892.0,0.0,0.0,0.0,0.0,0.0,0.0,84.90566037735849
2019.0,Trico Electric Cooperative Inc,AZ,724628.0,48274.0,19189.0,Cooperative,43.043,0.472,91.192797,65.0,31.0,WECC,440.0,761005.0,19176.301,0.274,19176.575,2.6463648934349764,3.7812505175069145e-05,2.646402705940152,47.69230769230769
2019.0,Diverse Power Incorporated,GA,698507.0,34645.0,19219.0,Cooperative,120.862,1.529,79.046436,69.0,69.0,SERC,0.0,745030.0,84.454,0.0,84.454,0.01209064476089717,0.0,0.01209064476089717,100.0
2019.0,Turlock Irrigation District,CA,2045819.0,103264.0,19281.0,Political Subdivision,59,0.59,100,113.0,0.0,WECC,2080907.0,1341973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Umatilla Electric Coop Assn,OR,3034731.0,15548.0,19325.0,Cooperative,104.135,1.035,100.61353,175.0,0.0,WECC,1384.0,3098538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,"UGI Utilities, Inc",PA,749665.0,62560.0,19390.0,Investor Owned,182,0.96,189.58333,51.0,0.0,RFC,0.0,823920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Tri-County Electric Coop (MI),MI,348706.0,26105.0,19396.0,Cooperative,156,1.23,126.82927,62.0,0.0,RFC,0.0,368550.0,2262.312,5.66,2267.972,0.6487734653260913,0.0016231438518408059,0.6503966091779322,0.0
2019.0,Union Electric Membership Corp - (NC),NC,1361251.0,77706.0,19435.0,Cooperative,37.5,0.41,91.463415,132.0,90.0,SERC,0.0,1470460.0,0.0,0.0,0.0,0.0,0.0,0.0,68.18181818181817
2019.0,Union Electric Co - (MO),MO,32119373.0,1230248.0,19436.0,Investor Owned,106,0.9,117.77778,2245.0,0.0,SERC,36490411.0,2991045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Western Iowa Power Coop,IA,103927.0,5509.0,19437.0,Cooperative,27,0.27,100,52.0,52.0,MRO,0.0,111809.0,0.008,0.0,0.008,7.697710893223128e-06,0.0,7.697710893223128e-06,100.0
2019.0,"Southern Indiana R E C, Inc",IN,453549.0,9321.0,19445.0,Cooperative,133.9,1.22,109.7541,27.0,0.0,RFC,0.0,462811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Duke Energy Kentucky,KY,4070995.0,143431.0,19446.0,Investor Owned,170,1.31,129.77099,137.0,0.0,RFC,3303725.0,1535019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,United Electric Coop Service Inc - (TX),TX,2463002.0,87738.0,19490.0,Cooperative,98.367,1.192,82.522651,190.0,0.0,TRE,0.0,2575815.0,1410.024,18.059,1428.083,0.057248187374594084,0.0007332109352732966,0.0579813983098674,0.0
2019.0,Hawaiian Electric Co Inc,HI,6563104.0,306368.0,19547.0,Investor Owned,89.4,0.836,106.9378,457.0,0.0,HI,3493776.0,3340046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Upper Peninsula Power Company,MI,767093.0,52889.0,19578.0,Investor Owned,211.5,1.78,118.82022,89.0,0.0,RFC,132457.0,718588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Upshur Rural Elec Coop Corp,TX,888422.0,46806.0,19579.0,Cooperative,1225.3,7.46,164.24933,117.0,0.0,SPP,0.0,944797.0,281.17,0.0,281.17,0.03164824824238932,0.0,0.03164824824238932,0.0
2019.0,Utilities Dist-Western IN REMC,IN,320798.0,19114.0,19667.0,Cooperative,420.46,3.46,121.52023,44.0,14.0,RFC,0.0,340549.0,286.745,0.0,286.745,0.08938490888347184,0.0,0.08938490888347184,31.818181818181817
2019.0,"UNS Electric, Inc",AZ,1687399.0,97992.0,19728.0,Investor Owned,7.38,0.02,369,115.0,0.0,WECC,979880.0,1247665.0,36510.087,46.736,36556.823,2.1636902119771317,0.002769706512804618,2.166459918489936,0.0
2019.0,Verendrye Electric Coop Inc,ND,599807.0,16374.0,19790.0,Cooperative,81.48,0.93,87.612903,103.0,103.0,MRO,0.0,618703.0,6.679,3.833,10.512,0.0011135248504935756,0.0006390388908432213,0.0017525637413367966,100.0
2019.0,"Vermont Electric Cooperative, Inc",VT,450937.0,39569.0,19791.0,Cooperative,170.42,1.49,114.37584,73.0,0.0,NPCC,0.0,538009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,"Victoria Electric Coop, Inc",TX,579982.0,23154.0,19806.0,Cooperative,156.31,1.32,118.41667,59.0,0.0,TRE,0.0,612966.0,150.903,4.365,155.268,0.026018566093430485,0.0007526095637450818,0.026771175657175565,0.0
