name,state,total_mwh,total_cust,no,type,saidi_nomed,saifi_nomed,caidi_nomed,circuits,voltage,nerc,gen_mwh,purchase_mwh,ba,pv_mwh,wind_mwh,nm_mwh,ee_mwh,dem_res_customers,dem_res_mwh,wind_pct
City of Lakeland - (FL),FL,3118062.0,132218.0,10623.0,Municipal,.,.,.,118.0,110.0,FRCC,2946025.0,207828.0,FMPP,0.0,0.0,0.0,4977.0,,,
Southern Rivers Energy,GA,349982.0,19580.0,10624.0,Cooperative,204.55,2.23,91.726457,59.0,0.0,SERC,0.0,361945.0,SOCO,0.0,0.0,0.0,,,,
"Lamb County Electric Coop, Inc",TX,316302.0,11367.0,10625.0,Cooperative,.,.,.,69.0,64.0,SPP,0.0,348184.0,,,,,,,,
City of Lamar - (CO),CO,86875.0,4291.0,10633.0,Municipal,15.27,0.127,120.23622,27.0,4.0,WECC,13844.0,98251.0,,,,,,,,
Licking Rural Electric Inc,OH,389078.0,25941.0,10668.0,Cooperative,158.9,1.25,127.12,65.0,0.0,RFC,0.0,413926.0,,,,,,,,
Lane Electric Coop Inc,OR,238975.0,13019.0,10681.0,Cooperative,.,.,.,35.0,35.0,WECC,34.0,253848.0,BPAT,4.295,0.0,4.295,,,,
Lake Country Power,MN,631344.0,49579.0,10697.0,Cooperative,207.17,1.875,110.49067,145.0,0.0,MRO,0.0,675944.0,MISO,0.0,0.0,0.0,,,,
City of Lansing - (MI),MI,2017490.0,98268.0,10704.0,Municipal,.,.,.,185.0,0.0,RFC,1280910.0,1073026.0,MISO,0.0,0.0,0.0,23484.0,,,
Lassen Municipal Utility District,CA,125217.0,12015.0,10724.0,Municipal,203.021,2.339,86.798204,18.0,16.0,WECC,0.0,139243.0,CISO,0.0,0.0,0.0,392.0,,,
"Laurens Electric Coop, Inc",SC,1091160.0,59031.0,10768.0,Cooperative,114.35,1.22,93.729508,123.0,0.0,SERC,0.0,1143145.0,DUK,50.595,0.0,50.595,,5412.0,15.9,
Lawrenceburg Municipal Utils,IN,146885.0,3485.0,10798.0,Municipal,1.837,0.014,131.21429,13.0,13.0,RFC,0.0,152736.0,,,,,,,,
City of Le Sueur - (MN),MN,86317.0,2238.0,10814.0,Municipal,.,.,.,14.0,7.0,MRO,2.0,87599.0,MISO,0.0,0.0,0.0,,,,
"Lea County Electric Coop, Inc",NM,776856.0,11157.0,10817.0,Cooperative,.,.,.,59.0,0.0,SPP,0.0,1484003.0,,,,,,,,
"Lea County Electric Coop, Inc",TX,644496.0,5147.0,10817.0,Cooperative,.,.,.,36.0,0.0,,,,,,,,,,,
"Lee County Electric Coop, Inc",FL,4104301.0,219636.0,10857.0,Cooperative,.,.,.,135.0,0.0,FRCC,0.0,4294026.0,FPL,0.0,0.0,0.0,3928.0,16535.0,702.67,
City of Leesburg - (FL),FL,494267.0,26440.0,10868.0,Municipal,.,.,.,24.0,24.0,FRCC,0.0,505171.0,FPC,270.23,0.0,270.23,69.132,,,
Lehi City Corporation,UT,385068.0,22995.0,10879.0,Municipal,46.07,0.551,83.611615,42.0,0.0,WECC,1244.0,418949.0,PACE,0.0,0.0,0.0,76.002,,,
PUD No 1 of Lewis County,WA,940053.0,32771.0,10944.0,Political Subdivision,392.89,2.85,137.85614,83.0,0.0,WECC,541.0,1151498.0,BPAT,0.0,0.0,0.0,2573.48,,,
City of Lewisburg - (TN),TN,325395.0,6278.0,10960.0,Municipal,4.159,0.118,35.245763,10.0,0.0,SERC,0.0,333063.0,,,,,,,,
City of Lexington - (NC),NC,397488.0,19026.0,10966.0,Municipal,.,.,.,39.0,36.0,SERC,0.0,416407.0,,,,,,,,
Licking Valley Rural E C C,KY,239815.0,17266.0,11011.0,Cooperative,.,.,.,36.0,0.0,RFC,0.0,255561.0,,,,,,,,
Lincoln Electric System,NE,3187004.0,141650.0,11018.0,Municipal,13.5,0.22,61.363636,185.0,184.0,MRO,1393025.0,3093686.0,SWPP,0.0,0.0,0.0,16340.0,1741.0,0.0,
"Lincoln Electric Coop, Inc",MT,120428.0,6063.0,11022.0,Cooperative,.,.,.,13.0,0.0,WECC,0.0,130511.0,BPAT,0.0,0.0,0.0,302.0,,,
Linn County REC,IA,487733.0,30212.0,11053.0,Cooperative,118,1.699,69.452619,39.0,1.0,MRO,0.0,506108.0,MISO,79.0,14.0,93.0,,,,
City of Lodi - (CA),CA,413119.0,24687.0,11124.0,Municipal,.,.,.,29.0,29.0,WECC,0.0,427224.0,CISO,0.0,0.0,0.0,922.6,,,
City of Logan - (UT),UT,392391.0,20733.0,11135.0,Municipal,14.795,0.29,51.017241,21.0,4.0,WECC,20295.0,393393.0,PACE,0.0,0.0,0.0,591.719,,,
City of Lompoc - (CA),CA,130286.0,15140.0,11148.0,Municipal,.,.,.,10.0,7.0,WECC,0.0,134737.0,CISO,0.0,0.0,0.0,466.646,,,
Long Island Power Authority,NY,17761733.0,1133473.0,11171.0,State,.,.,.,1021.0,22.0,NPCC,2009708.0,16985071.0,NYIS,0.0,0.0,0.0,327317.0,14467.0,0.0,
City of Longmont,CO,791039.0,41337.0,11187.0,Municipal,.,.,.,44.0,0.0,WECC,2720.0,816662.0,PSCO,1207.13,0.0,1248.65,6672.111,,,
"Lorain-Medina R E C, Inc",OH,330857.0,16429.0,11200.0,Cooperative,94.044,.,.,48.0,48.0,RFC,0.0,343558.0,,,,,,,,
Logan County Coop Power & Light,OH,183504.0,4637.0,11203.0,Cooperative,70.4,.,.,9.0,9.0,RFC,0.0,189342.0,,,,,,,,
Los Alamos County,NM,558600.0,8652.0,11204.0,Municipal,.,.,.,9.0,0.0,WECC,280090.0,311344.0,PNM,0.0,0.0,0.0,,,,
Los Angeles Department of Water & Power,CA,21530203.0,1447371.0,11208.0,Municipal,112.84,0.78,144.66667,2360.0,1704.0,WECC,21437466.0,3726632.0,LDWP,169882.509,0.0,169882.509,353242.0,10.0,254.18,
Entergy Louisiana LLC,LA,56027201.0,1090192.0,11241.0,Investor Owned,208,1.517,137.11272,1636.0,0.0,SERC,42935154.0,21567084.0,MISO,0.0,0.0,0.0,48300.407,,,
Louisville Gas & Electric Co,KY,11655309.0,415853.0,11249.0,Investor Owned,85.03,1.17,72.675214,619.0,0.0,SERC,13202617.0,955222.0,LGEE,210.749,0.327,211.076,58229.0,84547.0,0.0,
Loup River Public Power Dist,NE,1119703.0,19815.0,11251.0,Political Subdivision,.,.,.,75.0,0.0,MRO,97941.0,1275876.0,SWPP,426.977,0.84,427.817,5364.6,491.0,0.0,
City of Loveland - (CO),CO,702638.0,37444.0,11256.0,Municipal,38.94,0.41,94.97561,73.0,0.0,WECC,5119.0,724032.0,PSCO,667.112,0.0,667.112,13898.891,,,
City of Lowell - (MI),MI,77008.0,2948.0,11268.0,Municipal,31.632,0.29,109.07586,7.0,7.0,RFC,49.0,80103.0,,,,,1334.0,,,
"Lower Yellowstone R E A, Inc",MT,208735.0,5076.0,11272.0,Cooperative,.,.,.,40.0,0.0,SPP,0.0,292732.0,WAUW,0.3,0.0,0.3,,,,
"Lower Yellowstone R E A, Inc",ND,70238.0,1111.0,11272.0,Cooperative,.,.,.,11.0,0.0,,,,,,,,,,,
Lumbee River Elec Member Corp,NC,1316720.0,62240.0,11291.0,Cooperative,100.311,1.111,90.288929,126.0,36.0,SERC,0.0,1393402.0,,,,,6810.4,211.0,9.59,
Lyon Rural Electric Coop,IA,113253.0,2253.0,11298.0,Cooperative,50.76,0.66,76.909091,27.0,0.0,MRO,0.0,125289.0,SWPP,0.0,0.0,0.0,148.0,1015.0,0.0,
City of Lumberton - (NC),NC,265838.0,11384.0,11318.0,Municipal,.,.,.,12.0,0.0,SERC,0.0,285285.0,,,,,,,,
City of Luverne - (MN),MN,73566.0,2576.0,11332.0,Municipal,.,.,.,10.0,0.0,MRO,0.0,75892.0,,,,,733.5,,,
"Lyon-Lincoln Electric Cooperative, Inc.",MN,98549.0,3912.0,11345.0,Cooperative,126.552,1.332,95.009009,38.0,0.0,MRO,0.0,104086.0,SWPP,27.243,50.318,77.561,,,,
"Lynches River Elec Coop, Inc",SC,450257.0,21486.0,11355.0,Cooperative,126.7,1.3,97.461538,58.0,0.0,SERC,0.0,474862.0,SC,0.0,0.0,0.0,,,,
"Lyntegar Electric Coop, Inc",TX,731682.0,22900.0,11364.0,Cooperative,245.24,.,.,122.0,122.0,SPP,0.0,794643.0,,,,,,,,
City of Macon - (MO),MO,77454.0,3024.0,11460.0,Municipal,27.943,1.655,16.883988,11.0,0.0,SERC,0.0,89837.0,AECI,0.0,0.0,0.0,,,,
Macon Electric Coop,MO,248751.0,11275.0,11463.0,Cooperative,.,.,.,54.0,0.0,SERC,0.0,260397.0,AECI,0.0,0.0,0.0,,,,
Madison Gas & Electric Co,WI,3217067.0,156833.0,11479.0,Investor Owned,42.4,0.458,92.576419,252.0,0.0,RFC,2622049.0,1185602.0,MISO,123.328,0.531,123.859,,,,
Magic Valley Electric Coop Inc,TX,2393607.0,121528.0,11501.0,Cooperative,140.408,.,.,124.0,4.0,TRE,0.0,2503501.0,ERCO,0.0,0.0,0.0,65.0,789.0,3.835,
Magnolia Electric Power Assn,MS,655901.0,31964.0,11519.0,Cooperative,.,.,.,58.0,0.0,SERC,0.0,702434.0,MISO,0.0,0.0,0.0,,,,
City of Manassas - (VA),VA,410525.0,16493.0,11560.0,Municipal,55.091,1.117,49.320501,20.0,20.0,,,,,,,,,1635.0,6.768,
Manitowoc Public Utilities,WI,518927.0,18145.0,11571.0,Municipal,12.617,0.206,61.247573,26.0,10.0,MRO,133288.0,537512.0,MISO,0.0,0.0,0.0,163.0,,,
Town of Mansfield - (MA),MA,205748.0,10052.0,11586.0,Municipal,8.237,0.073,112.83562,12.0,0.0,NPCC,0.0,205748.0,ISNE,0.0,0.0,1343.0,,,,
City of Marblehead - (MA),MA,99658.0,10278.0,11624.0,Municipal,22.669,0.272,83.341912,26.0,22.0,NPCC,105756.0,0.0,ISNE,0.191,0.0,0.191,,,,
City of Marietta - (GA),GA,1029505.0,41840.0,11646.0,Municipal,95.7,1.59,60.188679,70.0,43.0,SERC,0.0,978318.0,SOCO,8.069,0.0,8.069,72.0,,,
City of Marlow - (OK),OK,38822.0,2260.0,11691.0,Municipal,.,.,.,4.0,4.0,SPP,0.0,38847.0,,,,,,,,
"Marlboro Electric Coop, Inc",SC,909656.0,6477.0,11693.0,Cooperative,150.96,.,.,30.0,1.0,SERC,0.0,1004477.0,SC,0.0,0.0,0.0,,,,
City of Marquette - (MI),MI,277643.0,17230.0,11701.0,Municipal,36.14,0.25,144.56,14.0,14.0,RFC,165614.0,142797.0,MISO,140.927,0.0,140.927,3492.5,,,
City of Marshall - (MN),MN,558721.0,6700.0,11731.0,Municipal,.,.,.,30.0,24.0,MRO,83.0,564708.0,MISO,52.68,0.0,52.68,2551.206,4394.0,4148.647,
City of Marshall - (MO),MO,171363.0,5927.0,11732.0,Municipal,.,.,.,30.0,11.0,SPP,6410.0,179066.0,SWPP,0.0,0.0,0.0,,,,
City of Marshfield - (WI),WI,365977.0,13567.0,11740.0,Municipal,11.33,0.145,78.137931,15.0,0.0,MRO,970.0,377029.0,MISO,35.298,0.0,35.298,,,,
City of Martinsville - (VA),VA,164728.0,7665.0,11770.0,Municipal,.,.,.,14.0,0.0,RFC,6446.0,172665.0,,,,,,,,
Consumers Energy,IA,209918.0,6791.0,11788.0,Cooperative,87.57,1.12,78.1875,43.0,43.0,MRO,0.0,217693.0,MISO,128.765,47.582,176.347,,,,
Massachusetts Electric Co,MA,6144315.0,749775.0,11804.0,Investor Owned,.,.,.,1180.0,10.0,,,,ISNE,0.0,0.0,0.0,869832.0,,,
Town of Massena - (NY),NY,205857.0,9330.0,11811.0,Municipal,.,.,.,12.0,12.0,NPCC,0.0,214108.0,NYIS,21.454,0.0,21.454,231.241,747.0,0.0,
Matanuska Electric Assn Inc,AK,721111.0,65661.0,11824.0,Cooperative,250.765,1.662,150.88147,72.0,71.0,AK,755465.0,76305.0,,,,,,,,
Maui Electric Co Ltd,HI,1127338.0,72233.0,11843.0,Investor Owned,153.66,1.924,79.864865,148.0,107.0,HI,929320.0,256089.0,,,,,,29.0,57.0,
McLeod Cooperative Power Assn,MN,170218.0,6873.0,11910.0,Cooperative,160.5,1.672,95.992823,53.0,0.0,MRO,0.0,177995.0,MISO,82.28,124.158,206.438,,,,
McKenzie Electric Coop Inc,ND,4459225.0,13022.0,12087.0,Cooperative,186.35,1.247,149.43865,189.0,0.0,MRO,0.0,4578127.0,,,,,4.0,,,
McMinnville Electric System,TN,189161.0,8082.0,12186.0,Municipal,8.736,0.194,45.030928,12.0,0.0,SERC,0.0,196920.0,,,,,,,,
City of McMinnville - (OR),OR,710807.0,17055.0,12187.0,Municipal,.,.,.,28.0,8.0,WECC,0.0,734311.0,BPAT,0.0,0.0,3.094,3044.74,,,
Montana-Dakota Utilities Co,MT,781667.0,25629.0,12199.0,Investor Owned,.,.,.,159.0,0.0,,,,SWPP,0.0,0.0,0.0,882.914,13.0,83.994,
Montana-Dakota Utilities Co,ND,2102091.0,93065.0,12199.0,Investor Owned,.,.,.,395.0,0.0,MRO,2792770.0,891539.0,,,,,,28.0,38.152,
Montana-Dakota Utilities Co,SD,149579.0,8474.0,12199.0,Investor Owned,.,.,.,29.0,0.0,,,,,,,,,,,
Montana-Dakota Utilities Co,WY,280968.0,16178.0,12199.0,Investor Owned,.,.,.,44.0,0.0,,,,WACM,0.0,0.0,0.0,,734.0,340.8,
City of McPherson - (KS),KS,941474.0,8738.0,12208.0,Municipal,25.995,0.468,55.544872,24.0,0.0,MRO,31192.0,996610.0,SWPP,0.0,0.0,0.0,,20.0,0.0,
Meeker Coop Light & Power Assn,MN,201758.0,9061.0,12227.0,Cooperative,76.41,1.46,52.335616,48.0,0.0,MRO,0.0,212932.0,MISO,598.19,2.41,600.6,,,,
Meade County Rural E C C,KY,450145.0,29825.0,12243.0,Cooperative,85.35,0.89,95.898876,76.0,0.0,SERC,0.0,473549.0,MISO,0.0,0.0,0.0,,,,
Mecklenburg Electric Cooperative,VA,597619.0,31227.0,12260.0,Cooperative,211.35,1.699,124.3967,62.0,0.0,SERC,0.0,630201.0,PJM,0.0,0.0,0.0,,5.0,102.0,
"Medina Electric Coop, Inc",TX,1513702.0,33848.0,12268.0,Cooperative,213.9,1.888,113.29449,101.0,0.0,TRE,0.0,1572753.0,ERCO,0.0,0.0,0.0,,779.0,0.0,
City of Memphis - (TN),TN,13486943.0,415429.0,12293.0,Municipal,264.9,1.73,153.12139,479.0,3.0,SERC,0.0,13919970.0,,,,,,,,
Town of Merrimac - (MA),MA,27221.0,3009.0,12296.0,Municipal,30.58,0.22,139,4.0,3.0,NPCC,0.0,27273.0,,,,,,,,
City of Menasha - (WI),WI,547897.0,9028.0,12298.0,Municipal,.,.,.,16.0,16.0,MISO,0.0,554868.0,MISO,0.0,0.0,0.0,,,,
Nodak Electric Coop Inc,ND,1128452.0,20220.0,12301.0,Cooperative,109.8,0.978,112.26994,190.0,11.0,MRO,0.0,1162298.0,MISO,13.956,23.691,37.647,,5819.0,14656.0,
Meriwether Lewis Electric Coop,TN,1082931.0,34509.0,12330.0,Cooperative,.,.,.,43.0,0.0,SERC,0.0,1125579.0,,,,,,,,
MidAmerican Energy Co,IA,24073212.0,695990.0,12341.0,Investor Owned,83,0.91,91.208791,1031.0,130.0,,,,MISO,1646.77,67.09,1714.86,178315.4,62112.0,324.8,
MidAmerican Energy Co,IL,1893671.0,85197.0,12341.0,Investor Owned,98,1.04,94.230769,111.0,0.0,,,,MISO,165.196,0.0,165.196,21797.5,3229.0,14.7,
MidAmerican Energy Co,SD,233937.0,5123.0,12341.0,Investor Owned,57,0.49,116.32653,18.0,0.0,,,,,,,,156.6,225.0,0.0,
City of Mesa - (AZ),AZ,316719.0,16872.0,12351.0,Municipal,36.89,1.322,27.90469,29.0,0.0,WECC,0.0,337911.0,WALC,0.0,0.0,0.0,,,,
Midwest Energy Cooperative,MI,584605.0,34748.0,12377.0,Cooperative,.,.,.,90.0,0.0,RFC,0.0,641689.0,PJM,277.0,2.0,279.0,6740.854,5835.0,0.0,
Midwest Energy Cooperative,OH,16217.0,1060.0,12377.0,Cooperative,.,.,.,5.0,0.0,,,,,,,,,,,
Metropolitan Edison Co,PA,4904238.0,400462.0,12390.0,Investor Owned,189.322,1.367,138.49451,797.0,664.0,,,,PJM,0.0,0.0,0.0,182687.844,186826.0,0.0,
Menard Electric Coop,IL,208596.0,10929.0,12395.0,Cooperative,203.313,2.087,97.418783,55.0,34.0,RFC,0.0,225659.0,MISO,107.682,4.566,112.248,263.21,2234.0,259.36,
"Midstate Electric Coop, Inc",OR,412330.0,19661.0,12439.0,Cooperative,.,.,.,46.0,0.0,WECC,0.0,438059.0,BPAT,0.0,0.0,0.0,,225.0,0.0,
Midland Power Coop,IA,471300.0,11855.0,12450.0,Cooperative,.,.,.,144.0,2.0,,,,MISO,0.0,0.0,0.0,,,,
Mid-South Electric Coop Assn,TX,814424.0,32221.0,12452.0,Cooperative,.,.,.,66.0,0.0,TRE,0.0,846573.0,ERCO,3968.136,0.0,3968.136,,,,
Mid-Carolina Electric Coop Inc,SC,1042517.0,57040.0,12462.0,Cooperative,90.756,1.27,71.461417,85.0,0.0,SERC,0.0,1078792.0,SC,0.0,0.0,43.784,,,,
"Mid-Yellowstone Elec Coop, Inc",MT,25227.0,2026.0,12463.0,Cooperative,207.283,2.217,93.497068,24.0,0.0,WECC,0.0,29313.0,WAUW,0.0,0.0,0.0,,33.0,96.0,
Middle Tennessee E M C,TN,6263667.0,232159.0,12470.0,Cooperative,90,1.518,59.288538,213.0,213.0,SERC,0.0,6421719.0,,,,,,,,
"Midwest Electric, Inc",OH,271127.0,10824.0,12515.0,Cooperative,85.6,0.845,101.30178,41.0,0.0,RFC,0.0,285330.0,,,,,,,,
Midwest Energy Inc,KS,1500283.0,49944.0,12524.0,Cooperative,233.13,1.82,128.09341,375.0,0.0,SPP,106990.0,1742160.0,,,,,,,,
City of Milan,TN,180844.0,8185.0,12532.0,Municipal,.,.,.,19.0,0.0,SERC,0.0,191294.0,,,,,,,,
Midwest Electric Member Corp,NE,179520.0,6546.0,12539.0,Cooperative,.,.,.,87.0,62.0,MRO,0.0,198087.0,WACM,25.869,0.0,25.869,652.852,1654.0,0.0,
Mille Lacs Energy Cooperative,MN,204563.0,15339.0,12546.0,Cooperative,120.63,1.34,90.022388,40.0,1.0,MRO,218634.0,0.0,MISO,43.585,0.0,43.585,,,,
Maquoketa Valley Rrl Elec Coop,IA,293949.0,16353.0,12642.0,Cooperative,58.38,0.74,78.891892,118.0,0.0,RFC,0.0,311458.0,,,,,,,,
"ALLETE, Inc.",MN,9014805.0,147340.0,12647.0,Investor Owned,144.02,1.35,106.68148,369.0,0.0,MRO,6477004.0,7581781.0,MISO,572.602,5.327,577.929,61243.0,7897.0,746.0,
Minnesota Valley Electric Coop,MN,858299.0,43351.0,12651.0,Cooperative,86.82,1.214,71.515651,108.0,108.0,MRO,0.0,888509.0,MISO,848.565,167.589,1016.154,,,,
Village of Minster - (OH),OH,139546.0,1479.0,12660.0,Municipal,.,.,.,11.0,0.0,RFC,0.0,144336.0,,,,,2712.0,1.0,0.0,
Entergy Mississippi LLC,MS,13235520.0,450377.0,12685.0,Investor Owned,269.6,1.6,168.5,761.0,0.0,SERC,9107869.0,6722234.0,MISO,0.0,0.0,0.0,42306.0,,,
Mississippi Power Co,MS,9608278.0,188342.0,12686.0,Investor Owned,76.42,0.95,80.442105,276.0,0.0,SERC,18268656.0,186028.0,SOCO,0.0,0.0,0.0,21536.16,15.0,0.0,
"Missoula Electric Coop, Inc",MT,233871.0,15335.0,12692.0,Cooperative,209.8,1.825,114.9589,40.0,0.0,WECC,0.0,255401.0,BPAT,0.0,0.0,0.0,1080.0,,,
Evergy Missouri West,MO,8133619.0,328464.0,12698.0,Investor Owned,125.16,1.189,105.26493,530.0,0.0,SPP,2296789.0,6981655.0,SWPP,19392.761,20.084,19412.845,95379.788,30962.0,1131.476,
Mitchell Electric Member Corp,GA,457734.0,25016.0,12706.0,Cooperative,.,.,.,73.0,0.0,SERC,0.0,482047.0,SOCO,0.0,0.0,0.0,,,,
Modesto Irrigation District,CA,2486395.0,129642.0,12745.0,Political Subdivision,32.75,0.452,72.455752,189.0,0.0,WECC,688288.0,3046345.0,BANC,0.0,0.0,0.0,7464.0,11186.0,0.0,
City of Monett - (MO),MO,224902.0,4704.0,12782.0,Municipal,20.101,0.433,46.422633,18.0,18.0,SPP,0.0,246808.0,SWPP,39.553,0.0,39.553,,,,
Monongahela Power Co,WV,12325193.0,391997.0,12796.0,Investor Owned,373.276,2.17,172.01659,505.0,488.0,,,,PJM,0.0,0.0,0.0,,1.0,0.0,
City of Monroe - (NC),NC,703554.0,10996.0,12801.0,Municipal,29.87,0.477,62.620545,30.0,4.0,SERC,0.0,718209.0,,,,,,,,
"Monroe County Elec Coop, Inc",IL,120131.0,7403.0,12803.0,Cooperative,208.7,1.439,145.03127,34.0,0.0,RFC,0.0,127617.0,MISO,72.742,0.0,72.742,290.0,,,
NorthWestern Energy LLC - (MT),MT,6070325.0,376984.0,12825.0,Investor Owned,114,1.16,98.275862,624.0,0.0,WECC,4536100.0,3328473.0,NWMT,0.0,0.0,0.0,74795.989,,,
Morgan County Rural Elec Assn,CO,378844.0,8668.0,12860.0,Cooperative,.,.,.,69.0,69.0,WECC,0.0,395848.0,WACM,0.0,0.0,0.0,,,,
Moon Lake Electric Assn Inc,CO,511707.0,2266.0,12866.0,Cooperative,.,.,.,35.0,35.0,,,,WACM,7.382,0.0,7.382,,,,
Moon Lake Electric Assn Inc,UT,576358.0,17266.0,12866.0,Cooperative,.,.,.,88.0,88.0,WECC,10607.0,1113139.0,WACM,76.502,0.0,76.502,,,,
City of Moorhead - (MN),MN,437035.0,19652.0,12894.0,Municipal,.,.,.,33.0,33.0,MRO,1970.0,455440.0,SWPP,226.784,0.0,226.784,4045.9,2718.0,802.0,
Mora-San Miguel Elec Coop,NM,75283.0,11106.0,12901.0,Cooperative,265,.,.,8.0,0.0,WECC,0.0,82505.0,PNM,627.76,0.0,627.76,,,,
South Central Indiana REMC,IN,589547.0,33852.0,12929.0,Cooperative,363.77,4.24,85.794811,60.0,0.0,RFC,0.0,615594.0,MISO,542.1,0.0,542.1,,,,
City of Morganton - (NC),NC,327457.0,8409.0,12944.0,Municipal,.,.,.,23.0,0.0,SERC,0.0,340123.0,,,,,,,,
City of Morristown - (TN),TN,919153.0,15022.0,12988.0,Municipal,.,.,.,36.0,34.0,SERC,0.0,944777.0,,,,,,,,
Village of Morrisville - (VT),VT,45179.0,4199.0,12989.0,Municipal,.,.,.,9.0,0.0,NPCC,6721.0,40106.0,ISNE,0.0,0.0,0.0,,,,
Consolidated Electric Coop Inc,OH,376244.0,17765.0,12990.0,Cooperative,104,1.37,75.912409,43.0,0.0,RFC,0.0,394725.0,PJM,0.0,0.0,0.0,,,,
City of Moulton - (TX),TX,8772.0,661.0,13025.0,Municipal,.,.,.,1.0,0.0,TRE,0.0,8772.0,,,,,,,,
"Mountain Electric Coop, Inc",NC,260679.0,18995.0,13027.0,Cooperative,.,.,.,19.0,0.0,,,,,,,,,,,
"Mountain Electric Coop, Inc",TN,369448.0,15392.0,13027.0,Cooperative,.,.,.,18.0,0.0,SERC,0.0,662523.0,,,,,,,,
City of Moundridge - (KS),KS,29153.0,1021.0,13029.0,Municipal,50.081,0.265,188.98491,5.0,0.0,SPP,0.0,31185.0,,,,,,,,
Mt Carmel Public Utility Co,IL,94376.0,5283.0,13032.0,Investor Owned,.,.,.,15.0,6.0,SERC,0.0,105207.0,MISO,47.01,0.0,47.01,,,,
City of Mount Dora - (FL),FL,90743.0,5886.0,13033.0,Municipal,50.041,0.69,72.523188,6.0,0.0,FRCC,0.0,93333.0,FPC,55.75,0.0,55.75,,,,
"Mountain View Elec Assn, Inc",CO,868962.0,54664.0,13058.0,Cooperative,66.6,0.646,103.09598,100.0,4.0,WECC,0.0,913093.0,WACM,0.0,0.0,0.0,4846.92,,,
City of Murfreesboro,TN,1834121.0,66393.0,13119.0,Municipal,.,.,.,67.0,0.0,SERC,0.0,1879830.0,,,,,,,,
City of Murray - (UT),UT,393721.0,18456.0,13137.0,Municipal,.,.,.,28.0,28.0,WECC,13645.0,391125.0,PACE,0.0,0.0,0.0,,,,
Board of Water Electric & Communications,IA,845031.0,11497.0,13143.0,Municipal,18.712,0.382,48.984293,36.0,0.0,MRO,697719.0,931863.0,MISO,0.0,0.0,0.0,978.329,,,
Village of Muscoda - (WI),WI,56236.0,1087.0,13145.0,Municipal,.,.,.,6.0,3.0,MISO,0.0,57751.0,MISO,0.0,0.0,0.0,,,,
Northern Plains Electric Coop,ND,443156.0,11678.0,13196.0,Cooperative,173.4,1.359,127.59382,132.0,0.0,MRO,0.0,473892.0,,,,,,,,
Nantucket Electric Co,MA,13138.0,1411.0,13206.0,Investor Owned,.,.,.,7.0,0.0,NPCC,0.0,14238.0,ISNE,0.0,0.0,0.0,,,,
City of Naperville - (IL),IL,1275478.0,60668.0,13208.0,Municipal,.,.,.,117.0,117.0,RFC,0.0,1351197.0,PJM,0.0,0.0,0.0,,,,
City of Napoleon - (OH),OH,143248.0,5921.0,13209.0,Municipal,7.778,0.115,67.634783,9.0,0.0,RFC,0.0,153027.0,PJM,11.692,0.0,11.692,,,,
The Narragansett Electric Co,RI,3944340.0,435889.0,13214.0,Investor Owned,68.2,1.024,66.601563,415.0,19.0,NPCC,0.0,4190426.0,ISNE,0.0,0.0,0.0,283333.41,,,
Nashville Electric Service,TN,12075656.0,409190.0,13216.0,Municipal,125.59,1.628,77.143735,516.0,0.0,SERC,0.0,12357215.0,,,,,,,,
Navajo Tribal Utility Authority,AZ,469001.0,28997.0,13314.0,State,.,.,.,60.0,0.0,WECC,0.0,1066986.0,,,,,,,,
Navajo Tribal Utility Authority,NM,133988.0,10653.0,13314.0,State,.,.,.,33.0,0.0,,,,,,,,,,,
Navajo Tribal Utility Authority,UT,302515.0,1756.0,13314.0,State,.,.,.,14.0,0.0,,,,,,,,,,,
Nebraska Public Power District,NE,3167286.0,90352.0,13337.0,Political Subdivision,46.5,0.49,94.897959,105.0,11.0,MRO,16981613.0,4445509.0,SWPP,210.821,0.0,210.821,4963.852,365.0,0.0,
"Nemaha-Marshall E C A, Inc",KS,46582.0,3495.0,13386.0,Cooperative,180.961,1.29,140.27984,19.0,4.0,SPP,0.0,50629.0,SWPP,16.865,11.41,28.275,,,,
"Nespelem Valley Elec Coop, Inc",WA,57745.0,1520.0,13387.0,Cooperative,.,.,.,10.0,0.0,WECC,0.0,64226.0,,,,,,,,
Nevada Power Co,NV,19505109.0,951035.0,13407.0,Investor Owned,37.68,0.43,87.627907,1017.0,44.0,WECC,16190538.0,6193949.0,NEVP,0.0,0.0,0.0,205452.0,69313.0,28368.0,
City of New Bern - (NC),NC,453232.0,22783.0,13416.0,Municipal,17.427,0.207,84.188406,16.0,0.0,SERC,0.0,462160.0,,,,,,,,
City of New Braunfels - (TX),TX,1679325.0,44382.0,13418.0,Municipal,38.546,0.903,42.6866,42.0,0.0,TRE,0.0,1742591.0,ERCO,0.0,0.0,0.0,,,,
New Castle Municipal Serv Comm,DE,78160.0,2848.0,13424.0,Municipal,17.32,0.163,106.25767,8.0,0.0,RFC,0.0,81004.0,PJM,145.0,0.0,145.0,,,,
New Hampshire Elec Coop Inc,NH,645500.0,79963.0,13441.0,Cooperative,.,.,.,115.0,115.0,NPCC,0.0,698511.0,ISNE,0.0,0.0,0.0,5424.0,3093.0,1.3,
City of New Holstein - (WI),WI,40378.0,2492.0,13448.0,Municipal,.,.,.,6.0,0.0,MISO,0.0,42452.0,MISO,0.0,0.0,0.0,,,,
